   0.0000000e+00   1.9618909e-05  -1.8997162e-06   1.1586840e-05   6.8725547e-06  -1.7319961e-05   7.1022281e-06
   6.6670000e-02   1.1506617e-04   5.7829762e-06   2.8413667e-05  -4.7381895e-06   1.5599893e-05   3.2511669e-05
   1.3334000e-01   7.1759277e-04   2.5125322e-05   2.5054852e-05  -6.9577264e-06   2.0973080e-06   3.3497485e-05
   2.0001000e-01   1.7178396e-03   2.0402359e-05   1.4958739e-05   4.3449390e-06  -1.1904355e-05   3.9346995e-05
   2.6668000e-01   2.8552686e-03   4.5493005e-05   3.7556130e-05  -3.7980452e-06   2.3290548e-05   4.9263416e-05
   3.3335000e-01   3.7874061e-03   8.2007057e-05   3.9140152e-05   3.5250393e-06   3.0488733e-05   4.1686958e-05
   4.0002000e-01   4.2886077e-03   1.9672608e-04   2.8243720e-05  -4.4892889e-06   2.5325646e-05   3.6408472e-05
   4.6669000e-01   4.1777791e-03   4.2490444e-04   5.5203477e-05   2.5089223e-06   3.0725168e-05   4.0695325e-05
   5.3336000e-01   3.1999850e-03   7.1716820e-04   3.4110431e-05  -1.9108917e-05  -8.1939350e-06   6.6568960e-05
   6.0003000e-01   1.1577807e-03   1.1300673e-03   5.1630944e-05  -3.1579760e-05   1.6839673e-05   6.1057977e-05
   6.6670000e-01  -2.4633840e-03   1.8248196e-03   1.1125447e-04  -3.6238329e-06   6.6860910e-06   5.6138243e-05
   7.3337000e-01  -8.6656607e-03   2.6910645e-03   1.7260029e-04  -1.1197930e-05   8.6636570e-06   7.9478707e-05
   8.0004000e-01  -1.6169049e-02   4.0343347e-03   2.0870616e-04   2.7688448e-05   2.9608918e-05   1.0282365e-04
   8.6671000e-01  -2.1911299e-02   5.9667143e-03   3.8476966e-04   3.2576972e-05  -1.1186750e-05   7.4059182e-05
   9.3338000e-01  -2.1545966e-02   8.3695616e-03   5.3121366e-04   7.4997303e-06   2.0680511e-05   9.4658705e-05
   1.0000500e+00  -1.6683816e-02   1.1232207e-02   8.2071820e-04   3.7524138e-05   1.1702297e-06   1.0796291e-04
   1.0667200e+00  -8.2621561e-03   1.3845790e-02   1.2499497e-03   7.2085265e-05   4.0643062e-05   1.1948807e-04
   1.1333900e+00   1.3674907e-03   1.5425673e-02   1.8577325e-03   1.5922988e-04  -2.3005791e-06   1.5320466e-04
   1.2000600e+00   7.6769049e-03   1.4388695e-02   2.6049686e-03   2.4801354e-04   5.6656020e-05   1.0968888e-04
   1.2667300e+00   4.8505768e-03   9.7304977e-03   3.6857978e-03   3.4721075e-04   7.1466249e-05   1.2489097e-04
   1.3334000e+00  -3.6338311e-03   1.7841371e-03   5.1076786e-03   5.6233125e-04   4.2816673e-05   1.2128004e-04
   1.4000700e+00  -9.0428198e-03  -7.8824686e-03   6.8970366e-03   8.2865533e-04   6.7228501e-05   1.5237501e-04
   1.4667400e+00  -8.9182319e-03  -1.8249308e-02   9.0175268e-03   1.1383989e-03   1.2149316e-04   1.5346202e-04
   1.5334100e+00  -4.3560654e-03  -2.4666584e-02   1.1371121e-02   1.7089676e-03   2.0099308e-04   1.4609841e-04
   1.6000800e+00   1.0538605e-03  -3.0690726e-02   1.3738182e-02   2.3834674e-03   2.0100096e-04   1.6568751e-04
   1.6667500e+00   1.8808174e-03  -2.9192363e-02   1.5874675e-02   3.2096606e-03   2.9550267e-04   1.8311285e-04
   1.7334200e+00  -1.2927761e-03  -2.7524045e-02   1.7237498e-02   4.2411465e-03   4.7040034e-04   1.9615842e-04
   1.8000900e+00  -2.8728936e-03  -1.9878805e-02   1.7334814e-02   5.5081580e-03   6.3360848e-04   2.2518716e-04
   1.8667600e+00  -9.2941334e-04  -8.7450208e-03   1.5536409e-02   7.0114990e-03   9.0380797e-04   2.4303751e-04
   1.9334300e+00   1.3496750e-03   2.9884137e-03   1.1366047e-02   8.6719035e-03   1.1899726e-03   3.0300124e-04
   2.0001000e+00   2.3688396e-03   1.3160487e-02   4.9348578e-03   1.0512664e-02   1.6517948e-03   3.1689029e-04
   2.0667700e+00   2.5106425e-03   1.8948865e-02  -3.0566181e-03   1.2352870e-02   2.1681783e-03   4.1798240e-04
   2.1334400e+00   1.9346534e-03   1.8743784e-02  -1.1089447e-02   1.4015426e-02   2.8405162e-03   5.6797227e-04
   2.2001100e+00   1.7726258e-03   1.2729767e-02  -2.1854346e-02   1.5373641e-02   3.6710383e-03   7.1894905e-04
   2.2667800e+00   2.9877018e-03   4.3594056e-03  -2.8928633e-02   1.6194660e-02   4.6141559e-03   9.0281399e-04
   2.3334500e+00   3.9212480e-03  -2.5577401e-03  -3.3563342e-02   1.6204270e-02   5.7377315e-03   1.1337494e-03
   2.4001200e+00   3.3765758e-03  -7.7427416e-03  -3.5364285e-02   1.4966054e-02   6.9942256e-03   1.5211020e-03
   2.4667900e+00   2.4183165e-03  -1.1035837e-02  -3.2749296e-02   1.2703924e-02   8.3541490e-03   1.8791119e-03
   2.5334600e+00   2.0307674e-03  -1.0315794e-02  -2.6626229e-02   9.0541928e-03   9.8416135e-03   2.3232455e-03
   2.6001300e+00   2.2480881e-03  -6.3960707e-03  -1.5662645e-02   4.1313453e-03   1.1173252e-02   2.9970341e-03
   2.6668000e+00   1.8285270e-03  -2.1500035e-03  -3.7077195e-03  -1.2232538e-03   1.2522603e-02   3.6472352e-03
   2.7334700e+00   9.0422709e-04   3.4506617e-03   9.3661293e-03  -7.1292908e-03   1.3415437e-02   4.5047722e-03
   2.8001400e+00   4.0193719e-04   8.6784768e-03   2.1002829e-02  -1.4118494e-02   1.3996581e-02   5.3537980e-03
   2.8668100e+00   5.5195164e-04   9.3860104e-03   2.7380554e-02  -1.9417205e-02   1.4033543e-02   6.4260804e-03
   2.9334800e+00   2.1451825e-04   5.4022801e-03   2.6436730e-02  -2.7622396e-02   1.3343210e-02   7.5398909e-03
   3.0001500e+00  -7.4423849e-04   2.3745342e-04   1.8741843e-02  -3.1411391e-02   1.2158583e-02   8.7339134e-03
   3.0668200e+00  -9.1339933e-04  -4.1163874e-03   8.2731495e-03  -3.3557874e-02   9.6638436e-03   9.9100619e-03
   3.1334900e+00  -1.3234806e-04  -6.7777406e-03  -2.7430047e-03  -3.2184551e-02   6.6659383e-03   1.0909104e-02
