   6.0000000e-05  -1.3806097e-03   1.2901714e-03   7.5467290e-04  -2.7829704e-04  -1.0104693e-03   1.2585449e-03
   4.5000000e-04  -1.4147239e-03   1.3068645e-03   8.2891857e-04  -2.7630739e-04  -1.0253897e-03   1.2707914e-03
   8.5000000e-04  -1.4500119e-03   1.3233308e-03   9.0178957e-04  -2.7457035e-04  -1.0401161e-03   1.2828604e-03
   1.2500000e-03  -1.4863879e-03   1.3395878e-03   9.7341510e-04  -2.7307133e-04  -1.0546677e-03   1.2947676e-03
   1.6500000e-03  -1.5237702e-03   1.3556440e-03   1.0438695e-03  -2.7179479e-04  -1.0690543e-03   1.3065205e-03
   2.0500000e-03  -1.5621959e-03   1.3715068e-03   1.1131891e-03  -2.7075102e-04  -1.0832836e-03   1.3181261e-03
   2.4500000e-03  -1.6015856e-03   1.3872076e-03   1.1815860e-03  -2.6993000e-04  -1.0973896e-03   1.3296123e-03
   2.8500000e-03  -1.6421160e-03   1.4027062e-03   1.2487706e-03  -2.6936230e-04  -1.1113287e-03   1.3409435e-03
   3.2500000e-03  -1.6841072e-03   1.4179404e-03   1.3142782e-03  -2.6910508e-04  -1.1250326e-03   1.3520639e-03
   3.6500000e-03  -1.7274992e-03   1.4329125e-03   1.3781410e-03  -2.6914630e-04  -1.1385046e-03   1.3629757e-03
   4.0500000e-03  -1.7722046e-03   1.4476222e-03   1.4403850e-03  -2.6946757e-04  -1.1517457e-03   1.3736791e-03
   4.4400000e-03  -1.8185439e-03   1.4620209e-03   1.5006259e-03  -2.7012885e-04  -1.1647017e-03   1.3841304e-03
   4.8400000e-03  -1.8666532e-03   1.4760928e-03   1.5587283e-03  -2.7115671e-04  -1.1773544e-03   1.3943152e-03
   5.2400000e-03  -1.9169283e-03   1.4897686e-03   1.6141651e-03  -2.7262347e-04  -1.1896276e-03   1.4041715e-03
   5.6400000e-03  -1.9699698e-03   1.5029488e-03   1.6661676e-03  -2.7463947e-04  -1.2014109e-03   1.4136102e-03
   6.0400000e-03  -2.0254639e-03   1.5156832e-03   1.7151254e-03  -2.7714736e-04  -1.2127600e-03   1.4226760e-03
   6.4400000e-03  -2.0830158e-03   1.5280277e-03   1.7614919e-03  -2.8007389e-04  -1.2237381e-03   1.4314196e-03
   6.8400000e-03  -2.1425305e-03   1.5400060e-03   1.8054295e-03  -2.8340303e-04  -1.2343704e-03   1.4398615e-03
   7.2400000e-03  -2.2037663e-03   1.5516704e-03   1.8473088e-03  -2.8709243e-04  -1.2447126e-03   1.4480475e-03
   7.6400000e-03  -2.2666272e-03   1.5630211e-03   1.8871704e-03  -2.9112285e-04  -1.2547676e-03   1.4559789e-03
   8.0400000e-03  -2.3311525e-03   1.5740431e-03   1.9249205e-03  -2.9550080e-04  -1.2645202e-03   1.4636430e-03
   8.4300000e-03  -2.3970491e-03   1.5847692e-03   1.9608515e-03  -3.0017094e-04  -1.2740093e-03   1.4710703e-03
   8.8300000e-03  -2.4639523e-03   1.5952312e-03   1.9952828e-03  -3.0506330e-04  -1.2832753e-03   1.4782919e-03
   9.2300000e-03  -2.5319641e-03   1.6054288e-03   2.0281672e-03  -3.1019890e-04  -1.2923147e-03   1.4853058e-03
   9.6300000e-03  -2.6011641e-03   1.6153743e-03   2.0595309e-03  -3.1559575e-04  -1.3011367e-03   1.4921207e-03
   1.0030000e-02  -2.6715968e-03   1.6250571e-03   2.0893001e-03  -3.2126194e-04  -1.3097299e-03   1.4987273e-03
   1.0430000e-02  -2.7434098e-03   1.6344547e-03   2.1172942e-03  -3.2722504e-04  -1.3180689e-03   1.5051050e-03
   1.0830000e-02  -2.8164705e-03   1.6436017e-03   2.1437460e-03  -3.3346266e-04  -1.3261899e-03   1.5112836e-03
   1.1230000e-02  -2.8906119e-03   1.6525226e-03   2.1688514e-03  -3.3994410e-04  -1.3341204e-03   1.5172854e-03
